Model,Selling Price,Kilometers Driven,Year,Owner,Fuel Type,Transmission,Insurance,Car Condition
ToyotaCorollaAltis1.8,271599,63836,2009,Second Owner,Petrol,MH02,Comp,4.4
MarutiRitzVXIBS,456999,52410,2014,First Owner,Petrol,MANUAL,11-10-2021,4.2
MarutiWagonR1.0,290699,43966,2014,Second Owner,Petrol,MANUAL,Comp,4.5
MarutiAlto800,221399,30506,2012,First Owner,Petrol,MANUAL,02-01-2022,4.1
HondaBrio1.2SMTI,320912,84765,2014,First Owner,Petrol,MANUAL,14-07-2021,4.3
MarutiAlto800,279499,48279,2015,First Owner,Petrol,MANUAL,30-11-2021,4.6
Hyundaii20SPORTZO1.4,282199,93484,2011,First Owner,Diesel,MANUAL,17-06-2021,4.1
MahindraXUV500W8,462542,100097,2013,Third Owner,Diesel,MANUAL,11-08-2021,3.9
MarutiAlto,229799,28345,2010,First Owner,Petrol,MANUAL,04-08-2021,4.3
HondaJazz1.2V,435399,84427,2016,First Owner,Petrol,MANUAL,06-04-2021,4.5
MarutiSwift,477399,22607,2015,First Owner,Petrol,MANUAL,14-12-2021,4.7
MarutiSX4,323699,96436,2011,First Owner,Diesel,MANUAL,14-04-2021,4.1
MarutiSwiftDzire,168099,63396,2008,First Owner,Petrol,MANUAL,27-07-2021,4
HondaAmaze1.5SMTI,321799,80701,2013,First Owner,Diesel,MANUAL,16-01-2021,4.4
MarutiRitz,195899,168605,2011,First Owner,Diesel,MANUAL,10-03-2021,3.8
Hyundaii10ERA1.1,327499,23707,2012,First Owner,Petrol,MANUAL,Expired,4.4
MarutiBalenoDELTA1.2,565599,15272,2017,First Owner,Petrol,MANUAL,20-04-2021,4.6
MarutiRitz,200299,56902,2011,Second Owner,Diesel,MANUAL,Expired,4.2
MarutiSwiftVDI,564399,45203,2017,First Owner,Diesel,MANUAL,Expired,4.1
RenaultKwid1.0,315799,32036,2017,First Owner,Petrol,MANUAL,28-11-2021,4.7
MarutiSwiftDzireVDIBS,392199,126440,2015,First Owner,Diesel,MANUAL,13-09-2021,4.5
RenaultKwid,174461,90197,2016,Second Owner,Petrol + CNG,MANUAL,26-06-2021,4.2
MarutiWagonR1.0,198399,80357,2010,First Owner,Petrol,MANUAL,09-10-2021,4.5
ToyotaInnova2.5GX7STRBS,652519,69047,2013,First Owner,Diesel,MANUAL,18-11-2021,4.5
HyundaiEonDLITE,189799,40570,2014,First Owner,Petrol,MANUAL,17-05-2021,4
MarutiRitz,225120,91250,2011,Second Owner,Diesel,MANUAL,02-12-2021,4.2
MahindraXUV500W6,517199,57525,2014,First Owner,Diesel,MANUAL,18-05-2021,4.2
MarutiErtiga,468380,135793,2013,First Owner,Diesel,MANUAL,28-11-2021,4.2
MarutiAlto800,297999,60362,2018,Second Owner,Petrol,MANUAL,22-07-2021,4.4
MarutiSwift,383399,83580,2014,First Owner,Diesel,MANUAL,06-08-2021,4.8
HyundaiVernaFLUIDIC1.6SX,397099,61895,2013,First Owner,Diesel,MANUAL,24-10-2021,4.1
HyundaiGrandi10Sportz1.2,412999,38023,2017,First Owner,Diesel,MANUAL,30-12-2020,4.8
MGHECTORSHARPDCT,1708199,10104,2019,First Owner,Petrol,MH04,Third_party,4.9
MarutiSwiftDzireVXI1.2BS,403999,63385,2013,First Owner,Petrol,MANUAL,03-02-2021,4.5
MarutiBalenoDELTA1.2,550399,33603,2016,First Owner,Petrol,MANUAL,27-09-2021,4.4
Hyundaii10MAGNA1.2,254699,33734,2011,Second Owner,Petrol,MANUAL,13-12-2021,4.2
HyundaiSantroXing,182811,40542,2008,Third Owner,Petrol,MANUAL,07-10-2021,4
Hyundaii10MAGNA,202499,36942,2010,Second Owner,Petrol,MANUAL,27-04-2021,4.6
HyundaiVernaFLUIDIC1.6SX,476499,115055,2013,First Owner,Diesel,MANUAL,17-11-2021,4.2
MarutiSX4,186699,155467,2011,First Owner,Diesel,MANUAL,30-06-2021,4.2
ToyotaEtios,331599,121820,2012,First Owner,Diesel,MANUAL,Expired,4
RenaultKwidRXT,264899,23757,2015,First Owner,Petrol,MANUAL,22-11-2021,4.1
HondaCityVMT,483999,45103,2012,Second Owner,Petrol,MANUAL,26-04-2021,4.2
HondaBrio1.2VXMTI,394899,1774,2014,First Owner,Petrol,MANUAL,25-09-2021,4.2
MarutiSwiftVDI,442799,52490,2015,First Owner,Diesel,MANUAL,21-05-2021,4.3
Hyundaii20MAGNAO,303999,50918,2012,First Owner,Petrol,MANUAL,22-01-2021,4.3
FordFigo1.4EXI,292699,66600,2012,Second Owner,Diesel,MANUAL,10-07-2021,4.1
Hyundaii10ERA1.1,277399,65231,2010,Second Owner,Petrol,MANUAL,15-08-2021,4
MarutiCiazALPHA1.3DDIS,696899,83592,2017,First Owner,Diesel,MANUAL,26-07-2021,4.2
Hyundaii20MAGNA1.2,245199,34599,2010,First Owner,Petrol,MANUAL,26-02-2021,4.3
HondaBrio1.2SMTI,289699,32152,2014,Second Owner,Petrol,MANUAL,03-03-2021,4.6
HondaCityVMT,369700,138073,2012,First Owner,Petrol,MANUAL,21-03-2021,4.2
MarutiSwiftDzire,368595,106300,2013,First Owner,Diesel,MANUAL,21-07-2021,4.7
MahindraXUV500W8,795699,42214,2015,First Owner,Diesel,MANUAL,12-07-2021,4.4
MarutiSwiftDzire,222799,55169,2010,First Owner,Petrol,MANUAL,07-10-2021,4.3
ToyotaCorollaH21.8,118999,131267,2008,Third Owner,Petrol,MANUAL,26-06-2021,3.9
HyundaiSantroXingGL,286533,77358,2014,First Owner,Petrol + CNG,MANUAL,26-06-2021,4.5
MarutiAltoK10,263625,67346,2012,First Owner,Petrol,MANUAL,24-09-2021,4.4
MarutiCelerioVXI,407092,17382,2014,First Owner,Petrol,AUTOMATIC,28-09-2021,4.9
Hyundaii20ASTA,343399,24598,2012,First Owner,Petrol,MANUAL,22-02-2021,4.3
Hyundaii10MAGNA1.2,387599,63082,2013,First Owner,Petrol,MANUAL,03-10-2021,4.5
FordFigo1.2ZXI,148899,44624,2010,First Owner,Petrol,MANUAL,21-10-2021,4.4
MarutiAlto800,242899,36483,2013,First Owner,Petrol,MANUAL,05-02-2021,4.3
HyundaiVernaFLUIDIC1.6SX,537599,54675,2013,Second Owner,Petrol,MANUAL,16-06-2021,4.2
Hyundaii10SPORTZ1.1,297699,36271,2014,First Owner,Petrol + CNG,MANUAL,21-12-2020,4.1
HondaCityVMT,705899,58561,2017,Second Owner,Petrol,MANUAL,Zero_Dep,4.7
MarutiAlto800,213426,65775,2013,Second Owner,Petrol,MANUAL,27-06-2021,4.5
MarutiSwift,200899,121591,2010,First Owner,Petrol,MANUAL,23-03-2021,4.1
MarutiAlto,170036,84335,2008,First Owner,Petrol,MANUAL,18-01-2022,3.9
MarutiSwiftDzireVXI1.2BS,379699,46846,2012,First Owner,Petrol,MANUAL,28-03-2021,4.2
Hyundaii10ERA1.1,339199,22030,2012,First Owner,Petrol,MANUAL,27-06-2021,3.8
MahindraScorpio,1563499,6184,2020,First Owner,Diesel,MANUAL,19-03-2021,4.9
HondaBrio1.2SMTI,299999,52789,2012,First Owner,Petrol,MANUAL,19-06-2021,4.3
MarutiWagonR1.0,219599,65475,2012,First Owner,Petrol,MANUAL,27-08-2021,4.3
Hyundaii20MAGNAO,293699,84927,2011,First Owner,Petrol,MANUAL,27-02-2021,4.3
HondaBrio1.2SMTI,279899,55782,2012,Second Owner,Petrol,MANUAL,26-05-2021,4.1
MarutiNewWagon-R1.0LXI,482199,4681,2019,First Owner,Petrol,MH14,Third_party,4.9
MarutiSX4,207199,121434,2012,First Owner,Diesel,MANUAL,14-03-2021,4.1
VolkswagenVentoHIGHLINETDI,577499,78609,2015,First Owner,Diesel,AUTOMATIC,03-12-2021,4.2
MarutiAltoK10,395399,28261,2017,First Owner,Petrol,MANUAL,29-06-2021,4.6
Hyundaii10ASTA1.2,308899,75789,2013,Second Owner,Petrol,MANUAL,05-09-2021,4.4
MarutiSwift,383299,49117,2013,First Owner,Diesel,MANUAL,30-10-2021,4.5
FordFigo1.2ZXI,224999,92076,2013,First Owner,Petrol,MANUAL,02-06-2021,4.2
MarutiBalenoDELTA1.2,557499,22676,2018,First Owner,Petrol,MANUAL,23-01-2021,4.6
MarutiSwift,420099,64839,2013,Second Owner,Diesel,MANUAL,13-08-2021,4.3
VolkswagenVentoHIGHLINETDI,613299,65828,2015,First Owner,Diesel,AUTOMATIC,07-08-2021,4.5
FordEcosport1.5TITANIUM,534199,80990,2014,Second Owner,Diesel,MANUAL,28-06-2021,4.2
MarutiZenEstilo,201799,54603,2009,First Owner,Petrol,MANUAL,25-10-2021,4.4
HondaAmaze1.5SXMTI,286499,75678,2014,Second Owner,Diesel,MANUAL,26-09-2021,4.2
MahindraXUV3OO,1074299,17468,2019,First Owner,Diesel,MH04,Zero_Dep,4.8
MahindraXUV500W6,605899,98755,2013,First Owner,Diesel,MANUAL,13-02-2021,4.5
HondaCityVXMT,827599,17206,2017,First Owner,Petrol,MANUAL,30-03-2021,4.9
MarutiSwiftDzire,486699,69157,2013,First Owner,Diesel,MANUAL,25-02-2021,4.4
MarutiWagonR1.0LXI,286999,227458,2013,First Owner,Petrol + CNG,MANUAL,27-09-2021,4
RenaultKwidRXT1.0EASY-R,308899,39822,2016,First Owner,Petrol,MH46,Zero_Dep,4.5
MarutiWagonR1.0,408299,43955,2014,First Owner,Petrol,MANUAL,Expired,4.1
Hyundaii20MAGNA1.4,399499,81344,2013,Second Owner,Diesel,MANUAL,Comp,4.5
MarutiRitz,303399,36162,2013,First Owner,Diesel,MANUAL,30-10-2021,4.5
MarutiRitzVXIBS,182037,67572,2011,First Owner,Petrol,MANUAL,10-02-2021,4.3
MarutiRitz,362699,95739,2012,First Owner,Diesel,MANUAL,07-03-2021,4.1
HondaCitySMT,183799,176404,2008,First Owner,Petrol,MANUAL,29-11-2020,4.1
HondaCity1.5EMT,342999,97649,2009,First Owner,Petrol,DL3C,Expired,4.2
MarutiSwift,294399,113003,2012,First Owner,Diesel,MANUAL,25-05-2021,4.2
HondaCityVXMT,728599,26809,2016,First Owner,Petrol,MANUAL,21-06-2021,4.6
MarutiRitzVXIBS,339499,50103,2011,First Owner,Petrol,MANUAL,Expired,4.4
MahindraBoleroPower+,733899,56815,2017,First Owner,Diesel,MANUAL,21-04-2021,4.7
HondaBrio1.2VMTI,311999,57282,2013,First Owner,Petrol,MANUAL,22-08-2021,4.4
VolkswagenVentoHIGHLINETDI,867599,34969,2017,Second Owner,Diesel,AUTOMATIC,07-11-2021,4.8
ToyotaEtiosLiva,326899,116324,2014,First Owner,Diesel,MANUAL,05-09-2020,4.4
NissanSunnyXV,177099,131320,2012,First Owner,Diesel,MANUAL,16-01-2021,4.2
MarutiSwiftLDIBS,315299,39099,2012,First Owner,Diesel,MANUAL,11-12-2021,4.3
Hyundaii10SPORTZ1.2,345799,37127,2010,First Owner,Petrol,MANUAL,02-01-2021,4.5
Hyundaii10MAGNA1.2,211699,89090,2011,First Owner,Petrol,MANUAL,10-03-2021,4.2
RenaultDusterRXZ110,819999,67447,2019,First Owner,Diesel,MANUAL,21-04-2021,4.5
Hyundaii10MAGNA,201699,39351,2010,Second Owner,Petrol,MANUAL,30-08-2021,4.3
HondaCityVMT,683899,32790,2014,First Owner,Petrol,MANUAL,20-03-2021,4.4
MarutiSwiftDzireVDIBS,321199,81509,2012,First Owner,Diesel,MANUAL,17-03-2021,4.3
FordEcosport1.5TITANIUMPLUSTIVCT,994599,7407,2019,Second Owner,Petrol,MH03,Comp,4.9
RenaultKwidCLIMBER1.0,474299,8709,2017,First Owner,Petrol,KA05,Comp,4.9
MarutiCelerio,356199,18805,2017,First Owner,Petrol,MANUAL,Expired,4.6
MarutiAlto,118499,127175,2009,Second Owner,Petrol + CNG,MANUAL,13-10-2021,3.8
ToyotaEtiosLiva,263599,160408,2012,First Owner,Diesel,MANUAL,30-06-2021,4.5
MarutiSwiftDzireVDIBS,314599,77954,2012,Second Owner,Diesel,MANUAL,05-08-2021,4.2
Hyundaii20MAGNAO,286599,66721,2011,First Owner,Petrol,MANUAL,05-05-2021,4.3
MarutiSwift,319199,90030,2013,First Owner,Diesel,MANUAL,07-02-2021,4.3
MarutiSwiftDzireVXI1.2BS,531299,39309,2015,First Owner,Petrol,MANUAL,Expired,4.3
TataTIGORRevotron,475199,36731,2017,First Owner,Petrol,MANUAL,29-06-2021,4.8
FordEcosport1.5TITANIUM,531499,97654,2014,First Owner,Diesel,MANUAL,25-06-2021,3.7
HyundaiGrandi10MAGNA1.2KAPPA,309299,51461,2014,First Owner,Petrol,MANUAL,25-07-2021,4.4
MarutiNewWagon-RLXICNG1.0,481899,9704,2019,First Owner,Petrol + CNG,UP78,3rd Party,4.8
ToyotaFortuner3.0MT,873802,126624,2009,Third Owner,Diesel,MANUAL,06-09-2021,4.1
RenaultKwidRXT1.0EASY-RAT,327499,50387,2017,First Owner,Petrol,AUTOMATIC,26-09-2021,4.3
VolkswagenVentoHIGHLINE,415670,113856,2013,Second Owner,Petrol,MANUAL,25-10-2021,4.3
RenaultDuster85PS,544699,64727,2016,First Owner,Diesel,MANUAL,23-08-2021,4.3
MarutiAlto800,220999,72273,2013,First Owner,Petrol + CNG,MANUAL,14-03-2021,4.3
HyundaiSantroXingGLS,282899,54368,2011,First Owner,Petrol + LPG,MANUAL,10-09-2021,4.3
MarutiAltoK10,182499,28140,2011,Second Owner,Petrol,MANUAL,29-03-2021,4.1
HyundaiGrandi10SPORTS1.2,463299,9307,2015,First Owner,Petrol,MANUAL,05-01-2021,4.8
MarutiSwiftZXI,154799,72230,2008,First Owner,Petrol,MANUAL,03-10-2021,3.8
VolkswagenJettaTRENDLINE2.0L,308899,133425,2011,First Owner,Diesel,MANUAL,15-03-2021,4.2
NissanTerranoXLOPT85,456099,58233,2014,Second Owner,Diesel,MH01,Comp,4.4
MarutiRitz,348699,146452,2014,First Owner,Diesel,MANUAL,06-11-2021,4
BMW3Series,1553699,59109,2015,First Owner,Diesel,AUTOMATIC,12-10-2021,4.7
HyundaiSantroXingXOERLXEURO,199599,104893,2007,First Owner,Petrol,MANUAL,14-09-2021,3.8
MarutiErtigaVDI,495266,39203,2013,First Owner,Diesel,MANUAL,28-04-2021,4.6
HyundaiElitei201.4CRDIASTA,643599,54914,2017,First Owner,Diesel,MANUAL,12-07-2021,4.5
MarutiSwiftDzireVXI,175899,79096,2008,First Owner,Petrol,MANUAL,05-11-2021,4.2
HondaWR-V1.2i-VTECVX,691899,16683,2017,First Owner,Petrol,MANUAL,06-04-2021,4.7
RenaultKwid1.0RXT,261599,54717,2016,Second Owner,Petrol,MANUAL,18-03-2021,4.3
HyundaiVernaFLUIDIC1.6CRDISXOPT,386799,95050,2013,Third Owner,Diesel,AUTOMATIC,26-05-2021,4.3
MarutiWagonR1.0,269299,94507,2013,First Owner,Petrol,MANUAL,05-01-2022,4.1
Hyundaii20SPORTZ1.2,384799,61842,2013,First Owner,Petrol,MANUAL,09-08-2021,4.3
Hyundaii20MAGNAO,318736,33023,2013,First Owner,Petrol,MANUAL,20-09-2021,4.4
MercedesBenzEClassE250,608699,32376,2010,Second Owner,Petrol,MANUAL,22-03-2021,4
MarutiAltoK10,178299,128065,2011,First Owner,Petrol,MANUAL,31-03-2021,4.3
MarutiEeco5STRWITHACPLUS,246599,79616,2016,First Owner,Petrol + CNG,DL5C,Comp,4.7
VolkswagenVentoHIGHLINE,251899,80466,2011,First Owner,Petrol,MANUAL,03-02-2021,4.2
MarutiWagonR1.0,346299,6863,2011,First Owner,Petrol,MANUAL,Expired,4.3
HyundaiSantroXing,181499,67985,2010,First Owner,Petrol,MANUAL,18-08-2020,4
HyundaiCreta1.6SXAT,1399530,44510,2018,First Owner,Diesel,HR51,Zero_Dep,4.2
MarutiWagonR1.0LXI,218299,90201,2012,Second Owner,Petrol + CNG,MANUAL,08-10-2020,4
MarutiWagonR1.0,330398,27325,2014,First Owner,Petrol,MANUAL,20-07-2021,4.6
VolkswagenPoloHIGHLINE1.5L,367499,86855,2015,First Owner,Diesel,MANUAL,Expired,4.3
MarutiSwift,355799,45589,2013,First Owner,Petrol,MANUAL,19-02-2021,4.1
MarutiAlto800,242399,44876,2013,Second Owner,Petrol,MANUAL,29-10-2021,4.3
AudiA62.0TDIPREMIUM,1092599,91533,2012,Second Owner,Diesel,AUTOMATIC,27-09-2021,4.6
MarutiWagonR1.0,171599,115194,2010,First Owner,Petrol,MANUAL,11-12-2020,4.3
MarutiCelerio,339099,31415,2015,Third Owner,Petrol,MANUAL,06-04-2021,4.5
ToyotaCorollaAltisD4D,553264,79126,2013,First Owner,Diesel,MANUAL,28-06-2021,4.2
HondaBrio1.2SMTI,411398,46727,2015,Third Owner,Petrol,MANUAL,30-08-2021,4.3
Hyundaii10ERA1.1,160099,144628,2010,Second Owner,Petrol + CNG,MANUAL,14-05-2021,3.8
MarutiAltoK10,221699,70413,2011,First Owner,Petrol,MANUAL,25-03-2021,4.2
HondaJazz1.2V,572899,42651,2016,First Owner,Petrol,AUTOMATIC,29-07-2021,4.5
HyundaiNEWSANTROASTA1.1,539099,2099,2018,First Owner,Petrol,KA03,Comp,4.9
HyundaiGrandi10SPORTS1.2,444099,54472,2017,First Owner,Petrol,MANUAL,11-02-2021,4.6
MarutiAlto800,272999,28126,2016,Second Owner,Petrol,MANUAL,02-08-2021,4.5
MarutiSwiftDzireVXI1.2BS,333624,69541,2012,First Owner,Petrol,MANUAL,09-02-2021,4.6
MahindraScorpioS6,740399,27807,2015,First Owner,Diesel,MANUAL,07-11-2021,4.6
MarutiWagonR,142117,23030,2009,Second Owner,Petrol,MANUAL,16-09-2021,4.6
HondaCitySMT,314999,70901,2011,Third Owner,Petrol,MANUAL,15-01-2021,4.4
MarutiRitz,210699,24635,2011,First Owner,Petrol,MANUAL,25-03-2021,4.1
MarutiIGNISDELTA1.2K12,532599,39254,2017,First Owner,Petrol,AUTOMATIC,04-06-2021,4.6
MarutiAltoK10,312699,15551,2017,Second Owner,Petrol,MANUAL,21-09-2021,4.8
HondaAmaze1.2SATI,578340,30329,2017,First Owner,Petrol,AUTOMATIC,13-06-2020,4.8
MarutiSwift,399099,92498,2014,First Owner,Diesel,MANUAL,17-07-2021,4.2
HondaBrio1.2EXMTI,253099,57063,2012,First Owner,Petrol,MANUAL,27-12-2021,4.3
MarutiSwiftDzireVDIBS,379020,48585,2012,First Owner,Diesel,MANUAL,Expired,4.9
MarutiBalenoDELTA1.2,586299,33849,2018,First Owner,Petrol,MANUAL,Expired,4.8
MarutiDzire,754799,52827,2018,First Owner,Diesel,MANUAL,15-07-2021,4.7
HyundaiGrandi10SPORTZ1.2KAPPA,469799,76685,2016,First Owner,Petrol,MANUAL,11-04-2021,4.4
ToyotaInnova2.5VX7STRBS,1155999,227391,2014,First Owner,Diesel,MANUAL,12-02-2021,4.2
HyundaiCreta1.6SX(O),845899,100803,2015,First Owner,Diesel,GJ06,Comp,4.2
MarutiSwift,427799,6073,2014,First Owner,Petrol,MANUAL,07-07-2021,4.5
FordEcosport1.5TITANIUMTI,559299,44368,2015,First Owner,Petrol,MANUAL,Expired,3.9
MarutiSwiftDzireVXI,231499,27093,2009,First Owner,Petrol,MANUAL,26-11-2020,4.2
DatsunRediGoT,233299,30380,2016,First Owner,Petrol,MANUAL,04-08-2021,4.6
ToyotaCorollaAltis,429999,96290,2012,First Owner,Petrol,MANUAL,07-02-2021,4.4
MarutiSwift,297299,108594,2012,First Owner,Petrol,MANUAL,Expired,4
HyundaiCreta1.6SX,824499,83869,2015,First Owner,Diesel,MH47,Expired,4.2
MahindraScorpioSLEBS,417420,50594,2012,First Owner,Diesel,MANUAL,09-06-2021,4
MarutiSX4,228500,48883,2009,Third Owner,Petrol,MANUAL,19-02-2021,4.1
ToyotaCorollaAltis1.8,294099,73413,2009,Second Owner,Petrol,DL3C,Comp,4.5
MahindraScorpio,894500,48040,2014,First Owner,Diesel,MANUAL,25-10-2021,4.5
HondaCityVMT,507199,34377,2013,First Owner,Petrol,MANUAL,31-03-2021,4.3
VolkswagenVentoCOMFORTLINEMT,317299,67198,2014,First Owner,Petrol,MANUAL,23-03-2021,4.3
HondaCivic1.8V,258699,90284,2010,First Owner,Petrol,MANUAL,Expired,4.3
HondaWR-V1.2i-VTECVX,819497,18331,2018,First Owner,Petrol,MANUAL,07-06-2021,4.9
Hyundaii10MAGNA1.1,285699,28046,2014,First Owner,Petrol,MANUAL,30-05-2021,4.6
MarutiSwift,262099,96207,2011,First Owner,Petrol,MANUAL,21-06-2021,4.3
MarutiSwiftDzire,419399,81824,2014,First Owner,Diesel,MANUAL,18-04-2021,4.9
MarutiAlto800,331599,2378,2018,First Owner,Petrol,MANUAL,04-11-2021,4.9
MarutiAltoK10,169831,49323,2012,First Owner,Petrol,MANUAL,22-01-2022,4.2
HyundaiGrandi10SPORTZ1.2KAPPA,454499,30367,2016,First Owner,Petrol,MANUAL,07-07-2021,4.6
HondaCityZX1.5VTEC,197099,139344,2008,First Owner,Petrol,MANUAL,08-10-2021,4.1
HyundaiGrandi10SPORTZ1.2KAPPA,584699,6891,2019,First Owner,Petrol,MANUAL,10-07-2021,4.9
HyundaiGrandi10ASTA1.2KAPPA,414399,60827,2015,First Owner,Petrol,MANUAL,02-11-2021,4.7
Hyundaii20ASTA,456099,23576,2014,First Owner,Petrol,MANUAL,06-03-2021,4.3
HyundaiElitei20ASTA1.2DUAL,793199,27247,2018,First Owner,Petrol,MANUAL,19-08-2021,4.6
MarutiNewWagon-RLXICNG1.0,530299,43853,2019,First Owner,Petrol + CNG,MH47,Comp,4.5
VolkswagenVentoCOMFORTLINE,387899,82081,2014,First Owner,Diesel,MANUAL,Expired,4.2
TataNEXONXM,684899,8526,2019,First Owner,Petrol,MANUAL,30-03-2022,5
VolkswagenVentoHIGHLINE,339299,81990,2013,First Owner,Petrol,MANUAL,08-10-2021,4.2
HondaCitySMT,252099,30786,2008,First Owner,Petrol,MANUAL,28-10-2021,4.4
BMWX1SDRIVE,723499,50513,2011,First Owner,Diesel,AUTOMATIC,23-01-2021,4
MarutiVitaraBrezzaVDI,830014,44476,2017,First Owner,Diesel,MANUAL,28-03-2021,4.8
HondaBrio1.2SMTI,401463,14999,2015,First Owner,Petrol,MANUAL,26-08-2021,4.5
MarutiWagonR1.0,228899,34399,2011,First Owner,Petrol,MANUAL,28-05-2021,4.3
MarutiSwift,372999,82725,2014,First Owner,Diesel,MANUAL,12-06-2021,4.1
MarutiIGNISDELTA1.2,401599,49227,2017,First Owner,Petrol,MANUAL,Zero_Dep,4.4
VolkswagenPoloHIGHLINE1.6L,347599,43117,2011,First Owner,Petrol,MANUAL,16-09-2021,4.2
MarutiSwiftDzireVXI1.2BS,247999,73981,2011,First Owner,Petrol,MANUAL,05-10-2021,4.2
HyundaiSantroXingGL,191299,70749,2012,First Owner,Petrol,MANUAL,29-12-2021,4.1
HondaMobilio1.5SI,486579,19010,2015,First Owner,Petrol,MANUAL,04-10-2021,4.8
MarutiWagonR1.0LXI,265599,52987,2012,Second Owner,Petrol + CNG,MANUAL,09-10-2021,4.4
MarutiWagonR1.0,290899,855881,2010,First Owner,Petrol,MANUAL,Expired,4.2
HyundaiElitei20ASTA1.4,589399,116652,2015,First Owner,Diesel,MANUAL,27-01-2021,4.3
HyundaiEonMAGNA,276399,68662,2015,Second Owner,Petrol + CNG,MANUAL,24-10-2021,4.4
MarutiZenEstilo,177499,42784,2010,First Owner,Petrol,MANUAL,14-05-2021,4.2
MarutiAltoK10,240199,62717,2011,Second Owner,Petrol,MANUAL,Expired,3.9
RenaultKwidRXT,296999,32464,2018,First Owner,Petrol,MANUAL,30-08-2021,4.7
VolkswagenPoloHIGHLINE1.2L,328013,30714,2013,First Owner,Petrol,MANUAL,30-10-2021,4.6
MarutiSwift,392599,22659,2012,First Owner,Petrol,MANUAL,02-01-2021,4.3
FordFiestaTREND,266299,94092,2011,Second Owner,Petrol,MANUAL,10-05-2021,4.1
HyundaiGrandi10SPORTZ1.1CRDISPECIAL,347699,39663,2014,First Owner,Diesel,HR26,Comp,4.5
FordEcosport1.5TITANIUMTDCI,422399,136004,2013,Third Owner,Diesel,MANUAL,Expired,4.4
MarutiSwiftDzire,329199,151356,2010,First Owner,Diesel,MANUAL,06-11-2021,4.1
MarutiSX4,258799,166925,2012,Second Owner,Diesel,MANUAL,28-02-2021,4.1
HyundaiGrandi10Sportz(O)1.2,389299,71996,2017,First Owner,Petrol,DL4C,Zero_Dep,4.6
MarutiErtigaVDI,447899,104187,2014,First Owner,Diesel,MANUAL,16-04-2021,4.3
SkodaLauraELEGANCE2.0TDICR,307499,187692,2011,Third Owner,Diesel,AUTOMATIC,26-03-2021,4
MarutiAltoK10,154899,94362,2010,Second Owner,Petrol,MANUAL,Expired,4.3
HyundaiEonDLITE,136799,41059,2013,First Owner,Petrol,MANUAL,15-01-2021,4
MarutiWagonR1.0,388699,46468,2014,Second Owner,Petrol,MANUAL,16-11-2021,4.6
MarutiCiazALPHA1.5MTVVT,962499,12269,2018,First Owner,Petrol,DL12,Third_party,4.9
MarutiWagonR1.0LXI,416499,52280,2017,First Owner,Petrol + CNG,MANUAL,02-08-2021,4.4
MarutiBalenoDELTADDIS,678499,27623,2018,First Owner,Diesel,MANUAL,12-02-2021,4.8
TataNanoXT,124999,30376,2014,First Owner,Petrol,MANUAL,12-04-2021,4.5
MarutiWagonR1.0LXI,395899,62589,2018,Second Owner,Petrol + CNG,MANUAL,29-05-2021,4.6
MarutiCelerioVXI,307699,136962,2014,Second Owner,Petrol,AUTOMATIC,18-07-2021,4.1
HondaCitySVMT,690099,22016,2017,Second Owner,Petrol,MANUAL,18-12-2021,4.7
BMW3Series,1042699,57079,2012,First Owner,Diesel,AUTOMATIC,15-04-2021,4.2
RenaultKwidRXT1.0EASY-R,420199,11194,2017,First Owner,Petrol,KA50,Zero_Dep,4.7
MarutiCelerioVXI,401599,14225,2015,Second Owner,Petrol,AUTOMATIC,27-12-2021,4.2
HondaJazz1.2V,626499,18439,2016,First Owner,Petrol,AUTOMATIC,22-03-2021,4.6
Hyundaii10MAGNA1.2,253136,53501,2012,First Owner,Petrol + CNG,MANUAL,27-03-2021,4
MarutiSwiftZXI+BS,723499,24230,2018,First Owner,Petrol,KA03,Zero_Dep,4.9
MarutiSwiftDzireVXI1.2BS,456699,93657,2015,First Owner,Petrol,MANUAL,02-11-2021,4.3
HondaCityVMT,254199,132921,2010,First Owner,Petrol,MANUAL,27-09-2021,4.1
MarutiVitaraBrezza,761999,24367,2016,First Owner,Diesel,MANUAL,10-05-2021,4.2
MarutiZenEstilo,254853,46535,2010,First Owner,Petrol,MANUAL,24-03-2021,3.9
HyundaiCreta1.4S,785099,59352,2016,Second Owner,Diesel,Ch01,,4.4
HyundaiXcentSX1.1,284499,140044,2014,First Owner,Diesel,MANUAL,02-04-2021,4.5
MarutiWagonR1.0,376699,17291,2013,First Owner,Petrol,MANUAL,12-06-2021,4.5
MarutiCelerioVXI,370199,23897,2015,First Owner,Petrol,AUTOMATIC,03-09-2021,4.3
MarutiVitaraBrezza,887599,12581,2018,First Owner,Diesel,MANUAL,21-08-2021,4.9
HyundaiNEWSANTROSPORTZ,513299,7743,2019,First Owner,Petrol,UP32,Third_party,5
HyundaiCreta1.6CRDISXPLUS,891199,70349,2017,Second Owner,Diesel,AUTOMATIC,03-05-2021,4.6
HyundaiElitei201.4CRDIASTA,526899,64106,2015,Second Owner,Diesel,MANUAL,04-09-2021,4.2
MarutiSwiftDzire,422751,36839,2013,First Owner,Diesel,MANUAL,26-11-2021,4.3
HondaCityVMT,609299,48845,2014,First Owner,Petrol,MANUAL,02-05-2021,4.3
